# wlstart: 490.0
# wlend: 1000.0
# countthresh: 10000
# aqpixstart: 46
# aqpixend: 963
#  wavelenth in nm 	 intensity in counts
8.028220000000000027e+02	2.206720708607456061e+02
8.033780000000000427e+02	2.178543340186403441e+02
8.039349999999999454e+02	2.137471278782894615e+02
8.044909999999999854e+02	2.090127243695175423e+02
8.050470000000000255e+02	2.026774436677631570e+02
8.056029999999999518e+02	2.016754962993421145e+02
8.061589999999999918e+02	1.974893384046052631e+02
8.067150000000000318e+02	1.955531805098684117e+02
8.072709999999999582e+02	1.917661454221491226e+02
8.078260000000000218e+02	1.909045445449561385e+02
8.083819999999999482e+02	1.891043515624999998e+02
8.089379999999999882e+02	1.854620533168859708e+02
8.094940000000000282e+02	1.840872989309210368e+02
8.100499999999999545e+02	1.823835971765350905e+02
8.106059999999999945e+02	1.811272638432017459e+02
8.111620000000000346e+02	1.793577726151315517e+02
8.117179999999999609e+02	1.769523164747807016e+02
8.122740000000000009e+02	1.764898427905701510e+02
8.128300000000000409e+02	1.751063164747806979e+02
8.133859999999999673e+02	1.744377024396929698e+02
8.139410000000000309e+02	1.758304875274122878e+02
8.144969999999999573e+02	1.732013471765351085e+02
8.150529999999999973e+02	1.728529085800438452e+02
8.156090000000000373e+02	1.739211366502192959e+02
8.161649999999999636e+02	1.724235752467105272e+02
8.167200000000000273e+02	1.715005708607456256e+02
8.172759999999999536e+02	1.719591498081140344e+02
8.178319999999999936e+02	1.714615884046052656e+02
8.183880000000000337e+02	1.717096410361841947e+02
8.189439999999999600e+02	1.703875182291666874e+02
8.194990000000000236e+02	1.706311805098684147e+02
8.200549999999999500e+02	1.691160752467105226e+02
8.206109999999999900e+02	1.698378120888158094e+02
8.211660000000000537e+02	1.692876147203947141e+02
8.217219999999999800e+02	1.665005796326754535e+02
8.222780000000000200e+02	1.676784568256578893e+02
8.228329999999999700e+02	1.637510664747806857e+02
8.233890000000000100e+02	1.640254348958333139e+02
8.239450000000000500e+02	1.625585752467105181e+02
8.245000000000000000e+02	1.611180270010964932e+02
8.250560000000000400e+02	1.584011673519736689e+02
8.256119999999999663e+02	1.572544831414473663e+02
8.261670000000000300e+02	1.562920050712719444e+02
8.267229999999999563e+02	1.542593559484649006e+02
8.272780000000000200e+02	1.518802112116227931e+02
8.278339999999999463e+02	1.528870357730263265e+02
8.283890000000000100e+02	1.489113998081140267e+02
8.289450000000000500e+02	1.489357682291666549e+02
8.295009999999999764e+02	1.479031191063596680e+02
8.300560000000000400e+02	1.469801147203947096e+02
8.306119999999999663e+02	1.452237813870614218e+02
8.311670000000000300e+02	1.457437594572368482e+02
8.317229999999999563e+02	1.433119875274122705e+02
8.322780000000000200e+02	1.438407375274122728e+02
8.328329999999999700e+02	1.424879085800438645e+02
8.333890000000000100e+02	1.413587682291666567e+02
8.339439999999999600e+02	1.412603252467105222e+02
8.345000000000000000e+02	1.405259217379386030e+02
8.350549999999999500e+02	1.420985313870613993e+02
8.356109999999999900e+02	1.412807945449561373e+02
8.361660000000000537e+02	1.419893691063596464e+02
8.367210000000000036e+02	1.421233822642543885e+02
8.372770000000000437e+02	1.431784524396929896e+02
8.378319999999999936e+02	1.437466761239035122e+02
8.383869999999999436e+02	1.439991103344298438e+02
8.389429999999999836e+02	1.427252331414473758e+02
8.394980000000000473e+02	1.394469655975877060e+02
8.400529999999999973e+02	1.409186980537280647e+02
8.406090000000000373e+02	1.393114875274122824e+02
8.411639999999999873e+02	1.361757638432017643e+02
8.417190000000000509e+02	1.359347770010965064e+02
8.422749999999999773e+02	1.337880927905701753e+02
8.428300000000000409e+02	1.343036848958333280e+02
8.433849999999999909e+02	1.310210313870614129e+02
8.439400000000000546e+02	1.290497813870614152e+02
8.444959999999999809e+02	1.296004655975877142e+02
8.450510000000000446e+02	1.288221980537280729e+02
8.456059999999999945e+02	1.293860357730263217e+02
8.461609999999999445e+02	1.284718033168859677e+02
8.467160000000000082e+02	1.284523077028508737e+02
8.472709999999999582e+02	1.276301805098684241e+02
8.478269999999999982e+02	1.283212155975877238e+02
8.483819999999999482e+02	1.290429480537280540e+02
8.489370000000000118e+02	1.305629261239035088e+02
8.494919999999999618e+02	1.305653603344298119e+02
8.500470000000000255e+02	1.307520050712719240e+02
8.506019999999999754e+02	1.290790006853070224e+02
8.511570000000000391e+02	1.312130138432017645e+02
8.517119999999999891e+02	1.298119392817982316e+02
8.522670000000000528e+02	1.296389348958333301e+02
8.528220000000000027e+02	1.282071585800438527e+02
8.533769999999999527e+02	1.299113471765350880e+02
8.539320000000000164e+02	1.294313252467105428e+02
8.544869999999999663e+02	1.320039348958333392e+02
8.550420000000000300e+02	1.327651410361842181e+02
8.555969999999999800e+02	1.326550021472953347e+02
8.561520000000000437e+02	1.329834597496345054e+02
8.567069999999999936e+02	1.311671805098684445e+02
8.572619999999999436e+02	1.321204919133771796e+02
8.578170000000000073e+02	1.315431015624999986e+02
8.583719999999999573e+02	1.325534305098684342e+02
8.589270000000000209e+02	1.335593734923245677e+02
8.594819999999999709e+02	1.346311059484649206e+02
8.600370000000000346e+02	1.354975752467105394e+02
8.605919999999999845e+02	1.356140445449561298e+02
8.611470000000000482e+02	1.356471805098684342e+02
8.617010000000000218e+02	1.359171541940789609e+02
8.622559999999999718e+02	1.367222199835526339e+02
8.628110000000000355e+02	1.393869348958333489e+02
8.633659999999999854e+02	1.388455094572368580e+02
8.639210000000000491e+02	1.407163647203947505e+02
8.644750000000000227e+02	1.416924787554824547e+02
8.650299999999999727e+02	1.406598252467105112e+02
8.655850000000000364e+02	1.423859436677631436e+02
8.661399999999999864e+02	1.440375006853070090e+02
8.666939999999999600e+02	1.469478252467105506e+02
8.672490000000000236e+02	1.462572770010964689e+02
8.678039999999999736e+02	1.471456761239035131e+02
8.683590000000000373e+02	1.479419699835526103e+02
8.689130000000000109e+02	1.509882594572368362e+02
8.694679999999999609e+02	1.503766585800438520e+02
8.700230000000000246e+02	1.516641805098684301e+02
8.705769999999999982e+02	1.528157331414473958e+02
8.711319999999999482e+02	1.522830796326754239e+02
8.716870000000000118e+02	1.544960401589912067e+02
8.722409999999999854e+02	1.540905752467105287e+02
8.727960000000000491e+02	1.545272199835526408e+02
8.733500000000000227e+02	1.537138603344298247e+02
8.739049999999999727e+02	1.529399787554824570e+02
8.744589999999999463e+02	1.535213559484649295e+02
8.750140000000000100e+02	1.510150182291666567e+02
8.755689999999999600e+02	1.526621892817982484e+02
8.761230000000000473e+02	1.505812857730263090e+02
8.766779999999999973e+02	1.514696848958333248e+02
8.772319999999999709e+02	1.482572024396930033e+02
8.777870000000000346e+02	1.499877068256578809e+02
8.783410000000000082e+02	1.478717155975877233e+02
8.788959999999999582e+02	1.463215182291666565e+02
8.794500000000000455e+02	1.445169305098684163e+02
8.800040000000000191e+02	1.429579568256579023e+02
8.805589999999999691e+02	1.420086366502193016e+02
8.811130000000000564e+02	1.388575577028508690e+02
8.816680000000000064e+02	1.367985884046052547e+02
8.822219999999999800e+02	1.343624217379386039e+02
8.827759999999999536e+02	1.326236234923245547e+02
8.833310000000000173e+02	1.307225489309210502e+02
8.838849999999999909e+02	1.278784875274122896e+02
8.844389999999999645e+02	1.273677594572368292e+02
8.849940000000000282e+02	1.262386147203947360e+02
8.855480000000000018e+02	1.225349041940789476e+02
8.861019999999999754e+02	1.214627726151315699e+02
8.866570000000000391e+02	1.186318734923245586e+02
8.872110000000000127e+02	1.181167594572368387e+02
8.877649999999999864e+02	1.155051541940789406e+02
8.883189999999999600e+02	1.159242506853070154e+02
8.888740000000000236e+02	1.136503691063596477e+02
8.894279999999999973e+02	1.076615708607456128e+02
8.899819999999999709e+02	1.078701410361842079e+02
8.905359999999999445e+02	1.066591205683479586e+02
8.910900000000000318e+02	1.044831878198099417e+02
8.916449999999999818e+02	1.020660313870614004e+02
8.921989999999999554e+02	9.795881208881579028e+01
8.927530000000000427e+02	9.814106647478070045e+01
8.933070000000000164e+02	9.498560156250000830e+01
8.938609999999999900e+02	9.211522436951754855e+01
8.944149999999999636e+02	9.171853138706140385e+01
8.949690000000000509e+02	9.007183840460527335e+01
8.955230000000000246e+02	8.696900507127193691e+01
8.960779999999999745e+02	8.718196559758771969e+01
8.966319999999999482e+02	8.674141296600876672e+01
8.971860000000000355e+02	8.466050945723685572e+01
8.977400000000000091e+02	8.433399191337719003e+01
8.982939999999999827e+02	8.216536910635966251e+01
8.988479999999999563e+02	8.071165858004384575e+01
8.994020000000000437e+02	7.966145682565790764e+01
8.999560000000000173e+02	7.763757086074561187e+01
9.005099999999999909e+02	7.709175507127193328e+01
9.010639999999999645e+02	7.398453577302630890e+01
9.016169999999999618e+02	7.581590858004385325e+01
9.021710000000000491e+02	7.323500507127194226e+01
9.027250000000000227e+02	7.354883840460526301e+01
9.032789999999999964e+02	7.313898752741229714e+01
9.038329999999999700e+02	7.145720682565789161e+01
9.043869999999999436e+02	7.182367173793859649e+01
9.049410000000000309e+02	7.076469805372806832e+01
9.054950000000000045e+02	7.039432086074560857e+01
9.060489999999999782e+02	7.055025945723683378e+01
9.066019999999999754e+02	6.895619366776315928e+01
9.071559999999999491e+02	6.879195682565789127e+01
9.077100000000000364e+02	6.823298314144736310e+01
9.082640000000000100e+02	6.913892173793858831e+01
9.088179999999999836e+02	6.940889542214911501e+01
9.093709999999999809e+02	6.985868928179824877e+01
9.099249999999999545e+02	7.198392612390350109e+01
9.104790000000000418e+02	7.517056647478069920e+01
9.110320000000000391e+02	8.050632524671051726e+01
9.115860000000000127e+02	8.632454454495614016e+01
9.121399999999999864e+02	9.274364103618421495e+01
9.126929999999999836e+02	9.845659279057016988e+01
9.132469999999999573e+02	1.033669173519736830e+02
9.138010000000000446e+02	1.079044348958333330e+02
9.143540000000000418e+02	1.087577375274122744e+02
9.149080000000000155e+02	1.089882375274122808e+02
9.154619999999999891e+02	1.065432989309210541e+02
9.160149999999999864e+02	9.950186472039473529e+01
9.165689999999999600e+02	9.210517173793859058e+01
9.171219999999999573e+02	8.702426384320175146e+01
9.176760000000000446e+02	8.031178138706140146e+01
9.182290000000000418e+02	7.630543489583332928e+01
9.187830000000000155e+02	7.196137349232455449e+01
9.193360000000000127e+02	6.847257086074560561e+01
9.198899999999999864e+02	6.722938665021929694e+01
9.204429999999999836e+02	6.578882963267543005e+01
9.209969999999999573e+02	6.392722436951753906e+01
9.215499999999999545e+02	6.437701822916666572e+01
9.221040000000000418e+02	6.246716735197367854e+01
9.226570000000000391e+02	6.339503138706140106e+01
9.232110000000000127e+02	6.328342612390350297e+01
9.237640000000000100e+02	6.377707963267543789e+01
9.243170000000000073e+02	6.154266296600876984e+01
9.248709999999999809e+02	6.274684717653508415e+01
9.254239999999999782e+02	6.336769366776315593e+01
9.259779999999999518e+02	6.345784279057016875e+01
9.265309999999999491e+02	6.374096998355262400e+01
9.270839999999999463e+02	6.146269366776315479e+01
9.276380000000000337e+02	6.264494805372806496e+01
9.281910000000000309e+02	6.353333840460526005e+01
9.287440000000000282e+02	6.271558840460526341e+01
9.292970000000000255e+02	6.284959279057017767e+01
9.298509999999999991e+02	6.297044366776316338e+01
9.304039999999999964e+02	6.250357086074561863e+01
9.309569999999999936e+02	6.091827700109649157e+01
9.315099999999999909e+02	6.046894805372807014e+01
9.320629999999999882e+02	6.190558401864035432e+01
9.326169999999999618e+02	6.154836472039473705e+01
9.331699999999999591e+02	6.201570243969297991e+01
9.337229999999999563e+02	6.131198752741227764e+01
9.342759999999999536e+02	6.129248314144737009e+01
9.348289999999999509e+02	6.102736472039473625e+01
9.353819999999999482e+02	6.136750945723684225e+01
9.359349999999999454e+02	6.100589980811403024e+01
9.364890000000000327e+02	6.161797875548245429e+01
9.370420000000000300e+02	6.311163226425438211e+01
9.375950000000000273e+02	6.203949629934211174e+01
9.381480000000000246e+02	6.265157086074562187e+01
9.387010000000000218e+02	6.236013665021930308e+01
9.392540000000000191e+02	6.140642173793860081e+01
9.398070000000000164e+02	6.172463665021930268e+01
9.403600000000000136e+02	6.194197436951754554e+01
9.409130000000000109e+02	6.094439980811403501e+01
9.414660000000000082e+02	6.203893050986842184e+01
9.420190000000000055e+02	6.023433840460526767e+01
9.425720000000000027e+02	6.104378138706140078e+01
9.431240000000000236e+02	6.130058840460526426e+01
9.436770000000000209e+02	5.950476822916666464e+01
9.442300000000000182e+02	6.070456208881578419e+01
9.447830000000000155e+02	5.969382963267543829e+01
9.453360000000000127e+02	5.913485156249999619e+01
9.458890000000000100e+02	5.908025945723684202e+01
9.464420000000000073e+02	5.760900068530701645e+01
9.469940000000000282e+02	5.931317612390351002e+01
9.475470000000000255e+02	5.622349629934210924e+01
9.481000000000000227e+02	5.683118489583333144e+01
9.486530000000000200e+02	5.403097875548245810e+01
9.492060000000000173e+02	5.463866735197368740e+01
9.497580000000000382e+02	5.379021121162280394e+01
9.503110000000000355e+02	5.202070682565789639e+01
9.508640000000000327e+02	5.225997436951754338e+01
9.514170000000000300e+02	5.114397875548245054e+01
9.519690000000000509e+02	4.915955770285088278e+01
9.525220000000000482e+02	4.996900068530702299e+01
9.530750000000000455e+02	4.701967173793860155e+01
9.536269999999999527e+02	4.711419805372807446e+01
9.541799999999999500e+02	4.479206208881578988e+01
9.547319999999999709e+02	4.502693928179824212e+01
9.552849999999999682e+02	4.300304893092105374e+01
9.558379999999999654e+02	4.204494805372807065e+01
9.563899999999999864e+02	3.998157963267543380e+01
9.569429999999999836e+02	3.916382963267543715e+01
9.574950000000000045e+02	3.807853138706139617e+01
9.580480000000000018e+02	3.573446559758772167e+01
9.586000000000000227e+02	3.532460594846491375e+01
9.591530000000000200e+02	3.435919512975146262e+01
9.597050000000000409e+02	3.191132378472222442e+01
9.602580000000000382e+02	3.177924629934210543e+01
9.608099999999999454e+02	3.029482524671052346e+01
9.613630000000000564e+02	3.017444366776316045e+01
9.619149999999999636e+02	2.873826822916666757e+01
9.624679999999999609e+02	2.722753577302631456e+01
9.630199999999999818e+02	2.514662349232456506e+01
9.635720000000000027e+02	2.537711472039473648e+01
9.641250000000000000e+02	2.405936472039473628e+01
9.646770000000000209e+02	2.331617173793859621e+01
9.652290000000000418e+02	2.149403138706140481e+01
9.657820000000000391e+02	2.193066735197368544e+01
9.663339999999999463e+02	2.063484279057017545e+01
9.668859999999999673e+02	2.014164980811403538e+01
9.674389999999999645e+02	1.996425068530701807e+01
9.679909999999999854e+02	1.736140858004386089e+01
9.685430000000000064e+02	1.625418050986842289e+01
9.690950000000000273e+02	1.584870682565789579e+01
9.696480000000000246e+02	1.475902700109649146e+01
9.702000000000000455e+02	1.482285156249999858e+01
9.707519999999999527e+02	1.506211472039473698e+01
9.713039999999999736e+02	1.396365858004386062e+01
9.718559999999999945e+02	1.415029015899122733e+01
9.724089999999999918e+02	1.290271559758772035e+01
9.729610000000000127e+02	1.245338226425438677e+01
9.735130000000000337e+02	1.617510156250000009e+01
9.740650000000000546e+02	1.402839980811403464e+01
9.746169999999999618e+02	1.405713665021929870e+01
9.751689999999999827e+02	1.564289103618420995e+01
9.757210000000000036e+02	1.520671559758771885e+01
9.762730000000000246e+02	1.541966296600877229e+01
9.768250000000000455e+02	1.598348752741227941e+01
9.773769999999999527e+02	1.605608401864035173e+01
9.779289999999999736e+02	1.540061033442982463e+01
9.784809999999999945e+02	1.267496121162280609e+01
9.790330000000000155e+02	1.248439980811403416e+01
9.795850000000000364e+02	1.118418928179824512e+01
9.801369999999999436e+02	1.123046998355263071e+01
9.806889999999999645e+02	9.311838404605262909e+00
9.812409999999999854e+02	9.533557702850878002e+00
9.817930000000000064e+02	8.544750685307018756e+00
9.823450000000000273e+02	8.643662966008772486e+00
9.828970000000000482e+02	7.589066474780701732e+00
9.834489999999999554e+02	7.731838404605263726e+00
9.840000000000000000e+02	7.164079632675438347e+00
9.845520000000000209e+02	7.578781387061404473e+00
9.851040000000000418e+02	6.230325246710526343e+00
9.856559999999999491e+02	6.623097176535087449e+00
9.862079999999999700e+02	5.520255071271930269e+00
9.867590000000000146e+02	6.978812088815789849e+00
9.873110000000000355e+02	4.682987527412281636e+00
9.878630000000000564e+02	7.773127878289473713e+00
9.884149999999999636e+02	5.437829632675438063e+00
9.889660000000000082e+02	5.922702439692981713e+00
9.895180000000000291e+02	5.846176123903508604e+00
9.900700000000000500e+02	5.738948053728070597e+00
9.906209999999999809e+02	5.824698053728070590e+00
9.911730000000000018e+02	6.142908580043859423e+00
9.917250000000000227e+02	5.219891036184209909e+00
9.922759999999999536e+02	4.261781387061403414e+00
9.928279999999999745e+02	5.277360334429824107e+00
9.933790000000000191e+02	6.310478755482455959e+00
9.939310000000000400e+02	4.970794544956140371e+00
9.944819999999999709e+02	5.398649808114035054e+00
9.950339999999999918e+02	5.203702439692983184e+00
9.955860000000000127e+02	2.995597176535087947e+00
9.961369999999999436e+02	5.019943667763157258e+00
9.966879999999999882e+02	6.632009457236842209e+00
9.972400000000000091e+02	3.160746299342105381e+00
9.977910000000000537e+02	5.505268229166667027e+00
9.983429999999999609e+02	5.117338404605262348e+00
9.988940000000000055e+02	5.979404194078947299e+00
9.994460000000000264e+02	6.429193667763157372e+00
9.999969999999999573e+02	6.734241913377192468e+00
