Date and Time 1 = Tue Apr 1 15:38:22.551 2025
Software Version 1 = 4.31.30024.0
Temperature (C) 1 = -70
Model 1 = DU920P_OE
Data Type 1 = Counts (Bg Corrected)
Acquisition Mode 1 = Single Scan
Trigger Mode 1 = Internal
Exposure Time (secs) 1 = 2
Readout Mode 1 = Full Vertical Binning
Horizontal binning 1 = 1
Extended Dynamic Range 1 = off
Horizontally flipped 1 = false
Vertical Shift Speed (usecs) 1 = 12.9
Pixel Readout Rate (MHz) 1 = 0.05
Baseline Clamp 1 = OFF
Clock Amplitude 1 = Normal
Output Amplifier 1 = Conventional
Serial Number 1 = SR1278
Pre-Amplifier Gain 1 = 4x
Spurious Noise Filter Mode 1 = No Filter
Photon counted 1 = false
Data Averaging Filter Mode 1 = No Filter
SR303i 1 = 
Wavelength (nm) 1 = 599.985
Grating Groove Density (l/mm) 1 = 299.906
Grating Blaze 1 = 500
Output Flipper Port 1 = Direct
Input Side Slit Width (um) 1 = 200
Date and Time 2 = Tue Apr 1 15:35:51.890 2025
Software Version 2 = 4.31.30024.0
Temperature (C) 2 = -70
Model 2 = DU920P_OE
Data Type 2 = Counts (Bg Corrected)
Acquisition Mode 2 = Single Scan
Trigger Mode 2 = Internal
Exposure Time (secs) 2 = 2
Readout Mode 2 = Full Vertical Binning
Horizontal binning 2 = 1
Extended Dynamic Range 2 = off
Horizontally flipped 2 = false
Vertical Shift Speed (usecs) 2 = 12.9
Pixel Readout Rate (MHz) 2 = 0.05
Baseline Clamp 2 = OFF
Clock Amplitude 2 = Normal
Output Amplifier 2 = Conventional
Serial Number 2 = SR1278
Pre-Amplifier Gain 2 = 4x
Spurious Noise Filter Mode 2 = No Filter
Photon counted 2 = false
Data Averaging Filter Mode 2 = No Filter
SR303i 2 = 
Wavelength (nm) 2 = 800.005
Grating Groove Density (l/mm) 2 = 299.906
Grating Blaze 2 = 500
Output Flipper Port 2 = Direct
Input Side Slit Width (um) 2 = 200
Glued = True

Wavelength	Spectrumeter Counts
673.72589	3836.0
673.89996	4018.0
674.00085	3780.0
674.17383	3961.0
674.27582	3845.0
674.44763	3986.0
674.55072	3801.0
674.7215	4032.0
674.82568	3838.0
674.99536	4031.0
675.10059	3802.0
675.26917	4010.0
675.37555	3931.0
675.54297	4028.0
675.65045	3771.0
675.81677	4045.0
675.92542	3859.0
676.09058	4078.0
676.20032	3921.0
676.36438	4091.0
676.47522	3913.0
676.63818	4140.0
676.75018	3857.0
676.91199	4130.0
677.02509	3879.0
677.18573	4091.0
677.29999	3936.0
677.45953	4137.0
677.57489	3947.0
677.73328	4173.0
677.84979	3990.0
678.00702	4100.0
678.12469	3892.0
678.28076	4087.0
678.3996	4002.0
678.5545	4165.0
678.67444	3966.0
678.82825	4172.0
678.94934	4033.0
679.10199	4206.0
679.22424	3998.0
679.37567	4212.0
679.49908	4027.0
679.64941	4209.0
679.77399	3949.0
679.9231	4215.0
680.04883	4075.0
680.19678	4215.0
680.32373	4026.0
680.47046	4164.0
680.59857	4051.0
680.74414	4175.0
680.87347	4085.0
681.01782	4228.0
681.14832	4040.0
681.2915	4262.0
681.42316	4069.0
681.56512	4271.0
681.698	4041.0
681.83881	4261.0
681.97284	4109.0
682.11243	4174.0
682.24768	4031.0
682.38605	4197.0
682.52252	4036.0
682.65973	4206.0
682.79736	3959.0
682.93329	4269.0
683.0722	4109.0
683.20691	4246.0
683.34705	4135.0
683.48053	4263.0
683.62189	4130.0
683.75415	4314.0
683.89667	4117.0
684.02771	4251.0
684.17151	4035.0
684.30127	4293.0
684.44629	4068.0
684.57489	4306.0
684.72113	4101.0
684.84845	4307.0
684.99591	4097.0
685.12201	4357.0
685.27075	4113.0
685.39557	4315.0
685.54553	4194.0
685.66907	4298.0
685.82031	4061.0
685.94263	4396.0
686.09509	4085.0
686.21613	4373.0
686.36987	4134.0
686.48969	4371.0
686.64465	4177.0
686.76318	4436.0
686.91943	4161.0
687.03668	4407.0
687.19421	4228.0
687.31018	4341.0
687.46899	4157.0
687.58368	4320.0
687.74377	4137.0
687.85712	4431.0
688.01855	4196.0
688.13062	4490.0
688.29327	4216.0
688.40405	4450.0
688.56805	4254.0
688.67755	4363.0
688.84283	4283.0
688.95099	4372.0
689.11755	4235.0
689.22443	4372.0
689.39233	4190.0
689.49786	4387.0
689.66705	4223.0
689.7713	4440.0
689.94177	4248.0
690.04474	4385.0
690.21649	4215.0
690.31812	4511.0
690.49127	4355.0
690.59155	4489.0
690.76599	4258.0
690.86493	4462.0
691.04071	4242.0
691.13831	4497.0
691.31543	4381.0
691.41168	4440.0
691.59015	4223.0
691.68506	4479.0
691.86487	4285.0
691.95844	4490.0
692.13953	4235.0
692.23175	4567.0
692.41425	4263.0
692.50513	4453.0
692.68896	4256.0
692.77844	4539.0
692.96362	4266.0
693.05182	4475.0
693.23834	4272.0
693.32513	4521.0
693.513	4300.0
693.59845	4607.0
693.78772	4292.0
693.87177	4505.0
694.06238	4308.0
694.14508	4506.0
694.33704	4345.0
694.41833	4522.0
694.61176	4349.0
694.69165	4584.0
694.88641	4356.0
694.9649	4516.0
695.16107	4314.0
695.23816	4608.0
695.43573	4349.0
695.51141	4584.0
695.71039	4339.0
695.78467	4654.0
695.98505	4307.0
696.05792	4608.0
696.25964	4383.0
696.33118	4582.0
696.5343	4332.0
696.60443	4648.0
696.80896	4434.0
696.87762	4598.0
697.08356	4272.0
697.15088	4651.0
697.35822	4393.0
697.42407	4520.0
697.63287	4387.0
697.69727	4655.0
697.90747	4426.0
697.97046	4563.0
698.18207	4449.0
698.24365	4622.0
698.45673	4395.0
698.51678	4651.0
698.73132	4477.0
698.78998	4723.0
699.00592	4504.0
699.06311	4690.0
699.28052	4496.0
699.3363	4698.0
699.55511	4402.0
699.60944	4638.0
699.82971	4417.0
699.88257	4637.0
700.10431	4438.0
700.1557	4737.0
700.37891	4344.0
700.42883	4637.0
700.6535	4554.0
700.7019	4577.0
700.92804	4380.0
700.97504	4646.0
701.20264	4406.0
701.24811	4715.0
701.47717	4356.0
701.52118	4611.0
701.75177	4469.0
701.79431	4600.0
702.02631	4356.0
702.06738	4606.0
702.3009	4439.0
702.34039	4616.0
702.57544	4429.0
702.61346	4679.0
702.84998	4363.0
702.88654	4651.0
703.12451	4487.0
703.15955	4560.0
703.39905	4435.0
703.43262	4593.0
703.67358	4369.0
703.70563	4694.0
703.94812	4421.0
703.97864	4591.0
704.22266	4395.0
704.25165	4653.0
704.49719	4441.0
704.52466	4671.0
704.77173	4437.0
704.79761	4617.0
705.0462	4416.0
705.07062	4586.0
705.32074	4443.0
705.34357	4637.0
705.59528	4456.0
705.61652	4628.0
705.86975	4471.0
705.88953	4643.0
706.14423	4388.0
706.16248	4693.0
706.41876	4391.0
706.43542	4713.0
706.69324	4496.0
706.70831	4633.0
706.96771	4453.0
706.98126	4727.0
707.24219	4441.0
707.25415	4735.0
707.51666	4472.0
707.5271	4716.0
707.79114	4429.0
707.79999	4704.0
708.06561	4514.0
708.07288	4681.0
708.34009	4509.0
708.34576	4804.0
708.61456	4437.0
708.61865	4769.0
708.88898	4489.0
708.89148	4709.0
709.16345	4481.0
709.16437	4826.0
709.43719	4709.0
709.43793	4434.0
709.71008	4665.0
709.71234	4471.0
709.98291	4715.0
709.98682	4503.0
710.25574	4649.0
710.26123	4534.0
710.52856	4772.0
710.53564	4469.0
710.80133	4703.0
710.81006	4470.0
711.07416	4801.0
711.08447	4413.0
711.34692	4754.0
711.35895	4470.0
711.61975	4707.0
711.63336	4503.0
711.89252	4760.0
711.90771	4444.0
712.16528	4697.0
712.18213	4443.0
712.43805	4715.0
712.45654	4471.0
712.71082	4776.0
712.73096	4538.0
712.98352	4715.0
713.00531	4429.0
713.25629	4752.0
713.27972	4524.0
713.52899	4698.0
713.55408	4452.0
713.8017	4733.0
713.82849	4494.0
714.0744	4713.0
714.10284	4404.0
714.34711	4790.0
714.3772	4441.0
714.61981	4682.0
714.65161	4439.0
714.89252	4688.0
714.92596	4460.0
715.16522	4711.0
715.20032	4494.0
715.43787	4688.0
715.47467	4486.0
715.71051	4786.0
715.74902	4471.0
715.98315	4794.0
716.02338	4490.0
716.2558	4671.0
716.29767	4584.0
716.52844	4737.0
716.57202	4462.0
716.80109	4624.0
716.84637	4474.0
717.07373	4769.0
717.12067	4494.0
717.34631	4697.0
717.39502	4546.0
717.6189	4831.0
717.66931	4499.0
717.89154	4701.0
717.9436	4455.0
718.16412	4676.0
718.21796	4422.0
718.43665	4688.0
718.49225	4524.0
718.70923	4695.0
718.76654	4479.0
718.98181	4657.0
719.04083	4559.0
719.25433	4823.0
719.31512	4471.0
719.52692	4730.0
719.58942	4448.0
719.79944	4715.0
719.86365	4468.0
720.07196	4691.0
720.13794	4323.0
720.34448	4737.0
720.41223	4424.0
720.617	4709.0
720.68646	4510.0
720.88947	4774.0
720.96075	4442.0
721.16199	4733.0
721.23499	4454.0
721.43445	4778.0
721.50928	4481.0
721.70697	4793.0
721.78351	4507.0
721.97943	4741.0
722.05774	4424.0
722.25189	4737.0
722.33197	4386.0
722.52429	4744.0
722.6062	4443.0
722.79675	4775.0
722.88043	4448.0
723.06921	4785.0
723.15466	4542.0
723.34161	4736.0
723.42889	4439.0
723.61401	4805.0
723.70313	4466.0
723.88641	4741.0
723.97729	4393.0
724.15881	4710.0
724.25153	4447.0
724.43121	4778.0
724.52576	4384.0
724.70361	4750.0
724.79993	4426.0
724.97595	4687.0
725.0741	4417.0
725.24835	4727.0
725.34833	4433.0
725.52069	4659.0
725.6225	4384.0
725.79303	4772.0
725.89667	4370.0
726.06537	4650.0
726.17084	4426.0
726.33771	4695.0
726.44501	4406.0
726.61005	4631.0
726.71918	4373.0
726.88232	4749.0
726.99335	4432.0
727.15466	4792.0
727.26746	4349.0
727.42694	4643.0
727.54163	4353.0
727.69922	4744.0
727.8158	4302.0
727.9715	4746.0
728.0899	4303.0
728.24377	4648.0
728.36407	4258.0
728.51605	4640.0
728.63818	4196.0
728.78833	4661.0
728.91229	4290.0
729.06055	4621.0
729.18646	4300.0
729.33276	4615.0
729.46057	4227.0
729.60498	4614.0
729.73468	4296.0
729.8772	4666.0
730.00879	4308.0
730.14941	4616.0
730.2829	4311.0
730.42163	4621.0
730.55695	4222.0
730.69385	4639.0
730.83105	4191.0
730.966	4580.0
731.10516	4270.0
731.23816	4636.0
731.37921	4228.0
731.51038	4556.0
731.65332	4226.0
731.78253	4655.0
731.92737	4258.0
732.05463	4473.0
732.20148	4200.0
732.32678	4577.0
732.47552	4322.0
732.59894	4570.0
732.74957	4205.0
732.87103	4557.0
733.02362	4278.0
733.14313	4463.0
733.29767	4134.0
733.41528	4598.0
733.57172	4126.0
733.68738	4524.0
733.84576	4175.0
733.95941	4514.0
734.11981	4070.0
734.23151	4573.0
734.3938	4146.0
734.5036	4418.0
734.66785	4124.0
734.77563	4441.0
734.94189	4076.0
735.04767	4467.0
735.21588	4109.0
735.31976	4359.0
735.48987	4142.0
735.5918	4436.0
735.76392	4146.0
735.86377	4331.0
736.0379	4087.0
736.1358	4429.0
736.31189	4136.0
736.40784	4436.0
736.58588	4060.0
736.67981	4410.0
736.85986	4062.0
736.95178	4365.0
737.13385	4004.0
737.22382	4400.0
737.40784	3953.0
737.49579	4464.0
737.68182	3987.0
737.7677	4363.0
737.95575	4031.0
738.03967	4322.0
738.22974	4024.0
738.31165	4293.0
738.50366	3958.0
738.58356	4353.0
738.77765	3919.0
738.85547	4323.0
739.05157	3985.0
739.12738	4380.0
739.3255	3946.0
739.39929	4279.0
739.59949	4034.0
739.6712	4312.0
739.87341	4004.0
739.94312	4350.0
740.14734	3936.0
740.21497	4215.0
740.42126	3928.0
740.69513	3936.0
740.96906	3989.0
741.24298	3926.0
741.51685	3905.0
741.79077	3913.0
742.06464	3933.0
742.33856	3878.0
742.61243	3924.0
742.88629	3938.0
743.16016	3842.0
743.43402	3904.0
743.70789	3860.0
743.98175	3946.0
744.25562	3918.0
744.52942	3880.0
744.80328	3920.0
745.07709	3890.0
745.35095	3863.0
745.62476	3766.0
745.89856	3885.0
746.17242	3856.0
746.44623	3805.0
746.72003	3936.0
746.99384	3831.0
747.26758	3851.0
747.54138	3719.0
747.81519	3828.0
748.08893	3792.0
748.36273	3705.0
748.63647	3721.0
748.91028	3799.0
749.18402	3695.0
749.45776	3730.0
749.73151	3753.0
750.00525	3673.0
750.27899	3729.0
750.55273	3712.0
750.82642	3709.0
751.10016	3635.0
751.3739	3651.0
751.64758	3586.0
751.92126	3698.0
752.19501	3600.0
752.46869	3585.0
752.74237	3609.0
753.01605	3638.0
753.28973	3559.0
753.56342	3576.0
753.8371	3613.0
754.11072	3545.0
754.3844	3582.0
754.65802	3572.0
754.9317	3596.0
755.20532	3513.0
755.47894	3544.0
755.75256	3495.0
756.02618	3529.0
756.2998	3551.0
756.57343	3561.0
756.84705	3469.0
757.12067	3416.0
757.39423	3438.0
757.66785	3533.0
757.94141	3419.0
758.21503	3503.0
758.48859	3426.0
758.76215	3395.0
759.03571	3418.0
759.30927	3449.0
759.58282	3452.0
759.85638	3376.0
760.12994	3381.0
760.40344	3328.0
760.677	3369.0
760.9505	3366.0
761.22406	3343.0
761.49756	3266.0
761.77106	3311.0
762.04456	3302.0
762.31805	3321.0
762.59155	3238.0
762.86505	3298.0
763.13855	3199.0
763.41199	3248.0
763.68549	3221.0
763.95892	3205.0
764.23242	3188.0
764.50586	3184.0
764.7793	3245.0
765.05273	3193.0
765.32617	3114.0
765.59961	3172.0
765.87305	3175.0
766.14648	3121.0
766.41986	3064.0
766.6933	3088.0
766.96667	3097.0
767.24005	3157.0
767.51349	3114.0
767.78687	3088.0
768.06024	3013.0
768.33362	3004.0
768.60699	3045.0
768.88037	3047.0
769.15369	3000.0
769.42706	3045.0
769.70038	2989.0
769.97375	3015.0
770.24707	2986.0
770.52039	2973.0
770.79376	2950.0
771.06708	2983.0
771.34039	2940.0
771.61365	2982.0
771.88696	2977.0
772.16028	2960.0
772.43353	2947.0
772.70685	2898.0
772.9801	2836.0
773.25342	2874.0
773.52667	2918.0
773.79993	2861.0
774.07318	2827.0
774.34644	2850.0
774.61969	2821.0
774.89288	2859.0
775.16614	2780.0
775.43933	2806.0
775.71259	2690.0
775.98578	2712.0
776.25897	2754.0
776.53223	2668.0
776.80542	2720.0
777.07861	2706.0
777.35175	2670.0
777.62494	2677.0
777.89813	2730.0
778.17126	2636.0
778.44446	2647.0
778.71759	2610.0
778.99072	2702.0
779.26392	2624.0
779.53705	2586.0
779.81018	2592.0
780.08331	2595.0
780.35638	2594.0
780.62952	2615.0
780.90265	2528.0
781.17572	2560.0
781.44885	2528.0
781.72192	2468.0
781.995	2551.0
782.26807	2468.0
782.54114	2484.0
782.81421	2471.0
783.08728	2444.0
783.36035	2435.0
783.63336	2474.0
783.90643	2405.0
784.17944	2364.0
784.45245	2409.0
784.72552	2359.0
784.99854	2328.0
785.27155	2325.0
785.54456	2368.0
785.8175	2342.0
786.09052	2409.0
786.36353	2294.0
786.63647	2306.0
786.90948	2317.0
787.18243	2271.0
787.45538	2299.0
787.72833	2288.0
788.00128	2236.0
788.27423	2224.0
788.54718	2214.0
788.82013	2188.0
789.09302	2237.0
789.36597	2175.0
789.63885	2104.0
789.9118	2152.0
790.18469	2161.0
790.45758	2168.0
790.73047	2154.0
791.00336	2059.0
791.27625	2106.0
791.54907	2088.0
791.82196	2138.0
792.09479	2078.0
792.36768	2137.0
792.6405	2109.0
792.91333	2077.0
793.18616	2059.0
793.45898	2045.0
793.73181	2056.0
794.00464	1998.0
794.27747	2056.0
794.55023	2017.0
794.82306	2020.0
795.09583	2026.0
795.36859	1961.0
795.64136	1949.0
795.91418	1983.0
796.18695	1985.0
796.45966	1938.0
796.73242	1972.0
797.00519	1948.0
797.27789	1915.0
797.55066	1899.0
797.82336	1907.0
798.09607	1933.0
798.36877	1909.0
798.64148	1885.0
798.91418	1846.0
799.18689	1873.0
799.45959	1826.0
799.73224	1841.0
800.00494	1825.0
800.27759	1845.0
800.55029	1826.0
800.82294	1839.0
801.09558	1766.0
801.36823	1782.0
801.64087	1811.0
801.91345	1809.0
802.1861	1798.0
802.45874	1762.0
802.73132	1783.0
803.00391	1733.0
803.27655	1721.0
803.54913	1706.0
803.82172	1697.0
804.0943	1696.0
804.36682	1674.0
804.6394	1752.0
804.91199	1713.0
805.18451	1656.0
805.45703	1698.0
805.72961	1643.0
806.00214	1614.0
806.27466	1583.0
806.54718	1631.0
806.8197	1598.0
807.09216	1603.0
807.36469	1627.0
807.63721	1564.0
807.90967	1581.0
808.18213	1595.0
808.45459	1527.0
808.72705	1569.0
808.99951	1541.0
809.27197	1574.0
809.54443	1524.0
809.81689	1561.0
810.08929	1543.0
810.36176	1521.0
810.63416	1458.0
810.90656	1490.0
811.17896	1454.0
811.45135	1520.0
811.72375	1470.0
811.99615	1447.0
812.26855	1520.0
812.54089	1453.0
812.81329	1461.0
813.08563	1434.0
813.35797	1443.0
813.63031	1383.0
813.90265	1401.0
814.17499	1388.0
814.44733	1427.0
814.7196	1405.0
814.99194	1400.0
815.26422	1370.0
815.53656	1350.0
815.80884	1326.0
816.08112	1359.0
816.35339	1319.0
816.62567	1322.0
816.89795	1318.0
817.17017	1331.0
817.44244	1316.0
817.71466	1293.0
817.98694	1261.0
818.25916	1286.0
818.53137	1313.0
818.80359	1250.0
819.07581	1273.0
819.34802	1186.0
819.62018	1257.0
819.8924	1255.0
820.16455	1230.0
820.43677	1189.0
820.70892	1224.0
820.98108	1218.0
821.25323	1202.0
821.52539	1164.0
821.79755	1170.0
822.06964	1141.0
822.3418	1160.0
822.61389	1126.0
822.88599	1151.0
823.15814	1082.0
823.43024	1147.0
823.70233	1134.0
823.97437	1096.0
824.24646	1067.0
824.51855	1061.0
824.79059	1070.0
825.06268	1075.0
825.33472	1042.0
825.60675	1009.0
825.87878	1002.0
826.15082	978.0
826.42285	1024.0
826.69489	1012.0
826.96686	1015.0
827.23889	992.0
827.51086	968.0
827.78284	962.0
828.05481	1007.0
828.32678	941.0
828.59875	943.0
828.87073	923.0
829.1427	957.0
829.41461	930.0
829.68658	924.0
829.9585	906.0
830.23041	884.0
830.50232	925.0
830.77423	903.0
831.04614	920.0
831.31805	913.0
831.5899	867.0
831.86182	894.0
832.13367	904.0
832.40552	915.0
832.67737	877.0
832.94922	903.0
833.22107	868.0
833.49292	898.0
833.76477	861.0
834.03656	876.0
834.30841	884.0
834.5802	885.0
834.85199	874.0
835.12378	874.0
835.39557	834.0
835.66736	847.0
835.93915	866.0
836.21088	865.0
836.48267	861.0
836.75439	857.0
837.02612	849.0
837.29785	872.0
837.56958	858.0
837.84131	815.0
838.11304	816.0
838.38477	840.0
838.65643	829.0
838.92816	822.0
839.19983	838.0
839.4715	822.0
839.74316	830.0
840.01483	793.0
840.2865	791.0
840.55811	810.0
840.82977	786.0
841.10138	792.0
841.37305	783.0
841.64465	778.0
841.91626	767.0
842.18787	749.0
842.45947	783.0
842.73108	736.0
843.00262	742.0
843.27423	745.0
843.54578	767.0
843.81732	725.0
844.08887	706.0
844.36041	699.0
844.63196	724.0
844.9035	690.0
845.17499	702.0
845.44653	698.0
845.71802	713.0
845.9895	684.0
846.26105	672.0
846.53253	702.0
846.80396	701.0
847.07544	665.0
847.34692	705.0
847.61835	666.0
847.88983	662.0
848.16125	659.0
848.43268	626.0
848.7041	656.0
848.97552	616.0
849.24695	639.0
849.51831	657.0
849.78973	647.0
850.0611	647.0
850.33252	613.0
850.60388	617.0
850.87524	627.0
851.14661	606.0
851.41791	636.0
851.68927	614.0
851.96063	603.0
852.23193	604.0
852.50323	608.0
852.77454	624.0
853.04584	570.0
853.31714	613.0
853.58844	564.0
853.85974	588.0
854.13098	564.0
854.40228	558.0
854.67352	553.0
854.94476	535.0
855.216	544.0
855.48724	553.0
855.75848	543.0
856.02966	561.0
856.3009	517.0
856.57208	544.0
856.84326	542.0
857.11444	507.0
857.38562	526.0
857.6568	505.0
857.92798	502.0
858.19916	493.0
858.47028	504.0
858.74139	512.0
859.01257	506.0
859.28369	510.0
859.55481	470.0
859.82593	504.0
860.09698	469.0
860.3681	453.0
860.63916	470.0
860.91028	476.0
861.18134	472.0
861.45239	468.0
861.72345	468.0
861.99451	436.0
862.2655	442.0
862.53656	417.0
862.80756	447.0
863.07861	459.0
863.34961	438.0
863.62061	458.0
863.8916	437.0
864.1626	412.0
864.43353	430.0
864.70453	409.0
864.97546	389.0
865.24646	431.0
865.5174	398.0
865.78833	413.0
866.05927	409.0
866.33014	380.0
866.60107	407.0
866.87195	376.0
867.14288	409.0
867.41376	383.0
867.68463	392.0
867.95551	383.0
868.22638	410.0
868.49719	386.0
868.76807	396.0
869.03888	375.0
869.30975	385.0
869.58057	372.0
869.85138	383.0
870.12219	378.0
870.39301	384.0
870.66376	379.0
870.93457	359.0
871.20532	342.0
871.47607	353.0
871.74689	395.0
872.01764	375.0
872.28833	371.0
872.55908	387.0
872.82983	354.0
873.10052	355.0
873.37122	339.0
873.64197	340.0
873.91266	326.0
874.18335	334.0
874.45398	342.0
874.72467	320.0
874.9953	336.0
875.26599	319.0
875.53662	317.0
875.80725	319.0
876.07788	326.0
876.34851	334.0
876.61914	345.0
876.88971	319.0
877.16034	334.0
877.43091	318.0
877.70148	306.0
877.97205	311.0
878.24261	294.0
878.51318	302.0
878.78375	320.0
879.05426	328.0
879.32477	307.0
879.59534	297.0
879.86584	303.0
880.13635	318.0
880.4068	300.0
880.67731	304.0
880.94781	283.0
881.21826	281.0
881.48871	308.0
881.75916	297.0
882.0296	270.0
882.30005	287.0
882.5705	265.0
882.84094	293.0
883.11133	286.0
883.38171	284.0
883.65216	292.0
883.92255	291.0
884.19287	263.0
884.46326	289.0
884.73364	284.0
885.00397	259.0
885.27435	257.0
885.54468	241.0
885.815	281.0
886.08533	269.0
886.35565	276.0
886.62592	252.0
886.89624	255.0
887.1665	271.0
887.43677	245.0
887.70709	259.0
887.97736	260.0
888.24756	239.0
888.51782	229.0
888.78809	244.0
889.05829	244.0
889.32849	245.0
889.59869	235.0
889.8689	243.0
890.1391	234.0
890.4093	233.0
890.6795	233.0
890.94965	239.0
891.21979	244.0
891.48993	222.0
891.76007	234.0
892.03021	215.0
892.30035	229.0
892.5705	249.0
892.84058	216.0
893.11066	236.0
893.3808	219.0
893.65088	200.0
893.9209	203.0
894.19098	209.0
894.46106	201.0
894.73108	223.0
895.00116	190.0
895.27118	218.0
895.5412	209.0
895.81122	202.0
896.08118	214.0
896.3512	193.0
896.62115	204.0
896.89117	199.0
897.16113	175.0
897.43109	202.0
897.70105	198.0
897.97101	178.0
898.24091	187.0
898.51086	159.0
898.78076	202.0
899.05066	187.0
899.32056	190.0
899.59045	177.0
899.86035	151.0
900.13025	174.0
900.40009	176.0
900.66992	173.0
900.93976	164.0
901.20966	178.0
901.47943	161.0
901.74927	154.0
902.0191	174.0
902.28888	154.0
902.55872	158.0
902.82849	141.0
903.09827	136.0
903.36804	152.0
903.63776	155.0
903.90753	153.0
904.17725	154.0
904.44702	152.0
904.71674	160.0
904.98645	154.0
905.25616	138.0
905.52582	147.0
905.79553	137.0
906.06519	137.0
906.3349	132.0
906.60455	129.0
906.87421	135.0
907.14386	121.0
907.41345	120.0
907.68311	124.0
907.9527	128.0
908.22229	131.0
908.49194	143.0
908.76154	117.0
909.03107	119.0
909.30066	130.0
909.57025	109.0
909.83978	116.0
910.10931	108.0
910.37885	121.0
910.64838	107.0
910.91791	106.0
911.18744	105.0
911.45691	94.0
911.72638	106.0
911.99591	105.0
912.26538	103.0
912.53479	89.0
912.80426	117.0
913.07373	117.0
913.34314	86.0
913.61261	88.0
913.88202	87.0
914.15143	98.0
914.42084	93.0
914.69019	91.0
914.95959	88.0
915.22894	103.0
915.49829	83.0
915.7677	92.0
916.03699	78.0
916.30634	91.0
916.57568	77.0
916.84497	81.0
917.11432	83.0
917.38361	82.0
917.65289	92.0
917.92218	80.0
918.19147	85.0
918.46069	88.0
918.72998	85.0
918.99921	86.0
919.26843	76.0
919.53766	79.0
919.80688	70.0
920.07611	76.0
920.34528	88.0
920.6145	70.0
920.88367	70.0
921.15283	70.0
921.422	63.0
921.69116	67.0
921.96027	85.0
922.22943	70.0
922.49854	77.0
922.76764	74.0
923.03674	69.0
923.30585	61.0
923.57495	69.0
923.84406	80.0
924.1131	67.0
924.38214	68.0
924.65118	65.0
924.92023	61.0
925.18927	57.0
925.45831	69.0
925.72729	72.0
925.99634	64.0
926.26532	61.0
926.5343	70.0
926.80328	49.0
927.0722	63.0
927.34119	68.0
927.61011	64.0
927.87909	70.0
928.14801	62.0
928.41693	64.0
928.68579	62.0
928.95471	65.0
929.22363	64.0
929.49249	62.0
929.76135	56.0
930.03021	56.0
930.29907	56.0
930.56793	73.0
930.83673	67.0
931.10559	54.0
931.37439	52.0
931.64319	59.0
931.91199	54.0
932.18079	56.0
932.44952	64.0
932.71832	68.0
932.98706	66.0
933.2558	46.0
933.52454	67.0
933.79327	57.0
934.06201	50.0
934.33069	49.0
934.59943	60.0
934.8681	49.0
935.13678	54.0
935.40546	57.0
935.67413	52.0
935.94275	56.0
936.21143	59.0
936.48004	47.0
936.74866	57.0
937.01727	52.0
937.28589	51.0
937.55444	67.0
937.82306	54.0
938.09161	52.0
938.36017	42.0
938.62872	38.0
