20.00,89.00,150.00
20.00,89.79,150.00
20.00,90.59,150.00
20.00,91.38,150.00
20.00,92.18,150.00
20.00,92.97,150.00
20.00,93.77,150.00
20.00,94.56,150.00
20.00,95.36,150.00
20.00,96.15,150.00
20.00,96.95,150.00
20.00,97.74,150.00
20.00,98.54,150.00
20.00,99.33,150.00
20.00,100.13,150.00
20.00,100.92,150.00
20.00,101.72,150.00
20.00,102.51,150.00
20.00,103.31,150.00
20.00,104.10,150.00
20.00,104.90,150.00
20.00,105.69,150.00
20.00,106.49,150.00
20.00,107.28,150.00
20.00,108.08,150.00
20.00,108.87,150.00
20.00,109.67,150.00
20.00,110.46,150.00
20.00,111.26,150.00
20.00,112.05,150.00
20.00,112.85,150.00
20.00,113.64,150.00
20.00,114.44,150.00
20.00,115.23,150.00
20.00,116.03,150.00
20.00,116.82,150.00
20.00,117.62,150.00
20.00,118.41,150.00
20.00,119.21,150.00
20.00,120.00,150.00
22.22,89.00,150.00
22.22,89.79,150.00
22.22,90.59,150.00
22.22,91.38,150.00
22.22,92.18,150.00
22.22,92.97,150.00
22.22,93.77,150.00
22.22,94.56,150.00
22.22,95.36,150.00
22.22,96.15,150.00
22.22,96.95,150.00
22.22,97.74,150.00
22.22,98.54,150.00
22.22,99.33,150.00
22.22,100.13,150.00
22.22,100.92,150.00
22.22,101.72,150.00
22.22,102.51,150.00
22.22,103.31,150.00
22.22,104.10,150.00
22.22,104.90,150.00
22.22,105.69,150.00
22.22,106.49,150.00
22.22,107.28,150.00
22.22,108.08,150.00
22.22,108.87,150.00
22.22,109.67,150.00
22.22,110.46,150.00
22.22,111.26,150.00
22.22,112.05,150.00
22.22,112.85,150.00
22.22,113.64,150.00
22.22,114.44,150.00
22.22,115.23,150.00
22.22,116.03,150.00
22.22,116.82,150.00
22.22,117.62,150.00
22.22,118.41,150.00
22.22,119.21,150.00
22.22,120.00,150.00
24.44,89.00,150.00
24.44,89.79,150.00
24.44,90.59,150.00
24.44,91.38,150.00
24.44,92.18,150.00
24.44,92.97,150.00
24.44,93.77,150.00
24.44,94.56,150.00
24.44,95.36,150.00
24.44,96.15,150.00
24.44,96.95,150.00
24.44,97.74,150.00
24.44,98.54,150.00
24.44,99.33,150.00
24.44,100.13,150.00
24.44,100.92,150.00
24.44,101.72,150.00
24.44,102.51,150.00
24.44,103.31,150.00
24.44,104.10,150.00
24.44,104.90,150.00
24.44,105.69,150.00
24.44,106.49,150.00
24.44,107.28,150.00
24.44,108.08,150.00
24.44,108.87,150.00
24.44,109.67,150.00
